nombre_documento,link_pdf,enlace_youtube
ACTA-NO.0074-DE-FECHA-21-DE-SEPTIEMBRE-2021.pdf,https://drive.google.com/file/d/12tVl6O1HrH9FzY21mnT9WzsseKQiXnwG/view?usp=drivesdk,https://www.youtube.com/watch?v=ls_EAry1M5w
ACTA-NO.008-DE-FECHA-23-SEPTIEMBRE-2020.pdf,https://drive.google.com/file/d/1eYDw-BMU36EvgM5gJUTUlBVR2aqnF17U/view?usp=drivesdk,https://www.youtube.com/watch?v=_zSZv8OJ1r8
ACTA-NO.009-DE-FECHA-30-SEPTIEMBRE-2020.pdf,https://drive.google.com/file/d/1UoBeV5xsR-RO9DxCBJV1U7KuhtPrrvA5/view?usp=drivesdk,https://www.youtube.com/watch?v=6CS5_cBFyB4
ACTA-NO.010-DE-FECHA-07-DE-OCTUBRE-DE-2020.pdf,https://drive.google.com/file/d/1f0SSVP9KfMyH8hc0anC28wx9J3MLp0IN/view?usp=drivesdk,https://www.youtube.com/watch?v=_gw9B-Jj9WY
ACTA-NO.012-DE-FECHA-21-OCTUBRE-2020.pdf,https://drive.google.com/file/d/1LoTO6aTp9ah74ewHu4FRwehnThuyl9Ut/view?usp=drivesdk,https://www.youtube.com/watch?v=eIpN4GOrfoc
ACTA-NO.013-DE-FECHA-28-DE-OCTUBRE-DE-2020.pdf,https://drive.google.com/file/d/1wdbM7TmCStcy5oGKBJlJPh0ONX0B52O4/view?usp=drivesdk,https://www.youtube.com/watch?v=aNXxq-duzdk
ACTA-NO.014-DE-FECHA-04-de-NOVIEMBRE-2020.pdf,https://drive.google.com/file/d/1B64_g9tbpy2MxDzXrLJ-U1YM7qYfMvFD/view?usp=drivesdk,https://www.youtube.com/watch?v=BpYcE2fIlck
ACTA-NO.016-DE-FECHA-DE-11-DE-NOVIEMBRE-DE-2020.pdf,https://drive.google.com/file/d/1_w99SAvbp5PQCOSwwuEzH6DoklE7W3iE/view?usp=drivesdk,https://www.youtube.com/watch?v=GzDruiryE6k
ACTA-NO.017-DE-FECHA-18-DE-NOVIEMBRE-2020.pdf,https://drive.google.com/file/d/110XCfNX8TD6aUfqCcKLGxyQPoUsdNGw7/view?usp=drivesdk,https://www.youtube.com/watch?v=hZ054QslYgU
ACTA-NO.018-DE-FECHA-25-DE-NOVIEMBRE-DE-2020.pdf,https://drive.google.com/file/d/1sP_p18mqkmF1WuB4TqyKY3DbhglWiFgR/view?usp=drivesdk,https://www.youtube.com/watch?v=BYObyvrHRsA
ACTA-NO.050-DE-FECHA-01-JUNIO-DE-2021.pdf,https://drive.google.com/file/d/1sf3bxsFvHAageuSVhRyX48vQHt-esbxZ/view?usp=drivesdk,https://www.youtube.com/watch?v=zZQnQ-IPHgU
ACTA-NO.051-DE-FECHA-08-JUNIO-DE-2021.pdf,https://drive.google.com/file/d/1dG196sTJ4FltuV8qkL04eNsnrlSa_ELU/view?usp=drivesdk,https://www.youtube.com/watch?v=S87g-PSeiSc
ACTA-NO.052-DE-FECHA-10-JUNIO-DE-2021.pdf,https://drive.google.com/file/d/1dUOrNDD-9jskokGt9bfvnB4fYg-aUtFM/view?usp=drivesdk,https://www.youtube.com/watch?v=QuzR5AMAQiU
ACTA-NO.054-DE-FECHA-16-JUNIO-DE-2021.pdf,https://drive.google.com/file/d/1pU14jOob_vw1Z7XrC9dxgsArm4uLzH8b/view?usp=drivesdk,https://www.youtube.com/watch?v=yDCWNBan_M8
ACTA-NO.058-DE-FECHA-08-JULIO-DE-2021.pdf,https://drive.google.com/file/d/1iTYuhXemBbRsESDiTDynS_6Kjr_S7kzC/view?usp=drivesdk,https://www.youtube.com/watch?v=u05dqpQYtl0
ACTA-NO.059-DE-FECHA-14-JULIO-DE-2021.pdf,https://drive.google.com/file/d/1cEcLJpgO5h4HfMozWJoP1HFozUOB0dbE/view?usp=drivesdk,https://www.youtube.com/watch?v=QRDKHGdN3kQ
ACTA-NO.060-DE-FECHA-14-JULIO-2021-EXTRAORDINARIA.pdf,https://drive.google.com/file/d/1KiH8DChaG6tJTBQtEFnmTLdJm3gJvS_V/view?usp=drivesdk,https://www.youtube.com/watch?v=QRDKHGdN3kQ
ACTA-NO.061-DE-FECHA-21-JULIO-DE-2021.pdf,https://drive.google.com/file/d/1T4vFu_vNT8Nb2A1pt-t-VmuG9mueO5no/view?usp=drivesdk,https://www.youtube.com/watch?v=Pkfw4loa-Ac
ACTA-NO.062-DE-FECHA-27-JULIO-DE-2021.pdf,https://drive.google.com/file/d/17Bee4ZuZFg5Ux32F__hMog5shoh_v3ea/view?usp=drivesdk,https://www.youtube.com/watch?v=DDInaFCFBWw
ACTA-NO.063-DE-FECHA-29-JULIO-DE-2021.pdf,https://drive.google.com/file/d/13TiAFUMYt3V08CIkyH9MJdMEVRXKw9Tv/view?usp=drivesdk,https://www.youtube.com/watch?v=Jk6E7zmgpb8
ACTA-NO.064-DE-FECHA-03-AGOSTO-DE-2021.pdf,https://drive.google.com/file/d/11gGw3rRxDhJtPuOuzWlT6_5ol71Luw6_/view?usp=drivesdk,https://www.youtube.com/watch?v=9nVpBLxNTfM
ACTA-NO.065-DE-FECHA-05-AGOSTO-DE-2021.pdf,https://drive.google.com/file/d/1eDOG8kQLqG0TD4tHmeyC9lMTzNE-0EQD/view?usp=drivesdk,https://www.youtube.com/watch?v=M8ZcohHFV38
ACTA-NO.066-DE-FECHA-10-AGOSTO-DE-2021-COMPARECENCIA.pdf,https://drive.google.com/file/d/13YL5yKLc4e-6uI2G4nU6Jcaff4yjHlXp/view?usp=drivesdk,https://www.youtube.com/watch?v=9kJVPNThWHA
ACTA-NUM.-0001-DE-FECHA-16-DE-AGOSTO-2024.pdf,https://drive.google.com/file/d/1MaG-oDSKQ_bN_tF9NRENTN61gdQoVUts/view?usp=drivesdk,https://www.youtube.com/watch?v=aV22eNNEQE4
ACTA-NUM.-0001-DE-FECHA-16-DE-AGOSTO-2024.pdf,https://drive.google.com/file/d/1MaG-oDSKQ_bN_tF9NRENTN61gdQoVUts/view?usp=drivesdk,https://www.youtube.com/watch?v=KCkUwdf2edA
ACTA-NUM.-00016-DE-FECHA-29-DE-OCTUBRE-2024.pdf,https://drive.google.com/file/d/133_lXiU7-5IQ-zzA5S7nVd6-F6SrFY43/view?usp=drivesdk,https://www.youtube.com/watch?v=KwhrGx8e-pQ
ACTA-NUM.-0002-DE-FECHA-20-DE-AGOSTO-2024.pdf,https://drive.google.com/file/d/1-NP3BShkNvwrv0Fbm7TYbc_N-MSDYDRW/view?usp=drivesdk,https://www.youtube.com/watch?v=qJ_GzneV80k
ACTA-NUM.-0003-DE-FECHA-28-DE-AGOSTO-2024.pdf,https://drive.google.com/file/d/1-36M91nrV75WSm-jKyk7WNs16_xoBite/view?usp=drivesdk,https://www.youtube.com/watch?v=KPj7Lx8otQw
ACTA-NUM.-0004-DE-FECHA-04-DE-SEPTIEMBRE-2024.pdf,https://drive.google.com/file/d/1mAlE5HbOZCs8fdd2FjP-ylJLRrix1SvO/view?usp=drivesdk,https://www.youtube.com/watch?v=XOAbh4l32p4
ACTA-NUM.-0004-DE-FECHA-04-DE-SEPTIEMBRE-2024.pdf,https://drive.google.com/file/d/1mAlE5HbOZCs8fdd2FjP-ylJLRrix1SvO/view?usp=drivesdk,https://www.youtube.com/watch?v=j-cpTp_F4p4
ACTA-NUM.-0005-DE-FECHA-4-DE-SEPTIEMBRE-2024-Ext.pdf,https://drive.google.com/file/d/1adxAIEogcHKsei4RKSMghJvw8YGr7hGi/view?usp=drivesdk,https://www.youtube.com/watch?v=XOAbh4l32p4
ACTA-NUM.-0005-DE-FECHA-4-DE-SEPTIEMBRE-2024-Ext.pdf,https://drive.google.com/file/d/1adxAIEogcHKsei4RKSMghJvw8YGr7hGi/view?usp=drivesdk,https://www.youtube.com/watch?v=j-cpTp_F4p4
ACTA-NUM.-0006-DE-FECHA-11-DE-SEPTIEMBRE-2024.pdf,https://drive.google.com/file/d/1uD-uB7rsYcqxjaStJvg2VW0auSOTYFXv/view?usp=drivesdk,https://www.youtube.com/watch?v=Pta32QNHuRQ
ACTA-NUM.-0007-DE-FECHA-18-DE-SEPTIEMBRE-2024.pdf,https://drive.google.com/file/d/1IW1D7s73hWWQxczyXd5l6C0AXJffrSOu/view?usp=drivesdk,https://www.youtube.com/watch?v=6qcTM-QLbjk
ACTA-NUM.-0008-DE-FECHA-25-DE-SEPTIEMBRE-2024.pdf,https://drive.google.com/file/d/1LGCPuinlG7M7V7Yb-lzsDS9NhwD0aJWd/view?usp=drivesdk,https://www.youtube.com/watch?v=o-M1ZwKQbko
ACTA-NUM.-0009-DE-FECHA-27-DE-SEPTIEMBRE-2024.pdf,https://drive.google.com/file/d/1wl4xL7r6OfWIVgFjZtY-KIpHV7ny4KJs/view?usp=drivesdk,https://www.youtube.com/watch?v=xjK7MNr6Z80
ACTA-NUM.-0010-DE-FECHA-27-DE-SEPTIEMBRE-2024-EXT.pdf,https://drive.google.com/file/d/1jlx4djaVMDuzo5RS1rcTDbrNDlgqD2fo/view?usp=drivesdk,https://www.youtube.com/watch?v=xjK7MNr6Z80
ACTA-NUM.-0011-DE-FECHA-02-DE-OCTUBRE-2024.pdf,https://drive.google.com/file/d/1D9DTCPp7k1Y3ITvUgFEFTn2XsCQeupGO/view?usp=drivesdk,https://www.youtube.com/watch?v=MKotdpoUGp8
ACTA-NUM.-0011-DE-FECHA-02-DE-OCTUBRE-2024.pdf,https://drive.google.com/file/d/1D9DTCPp7k1Y3ITvUgFEFTn2XsCQeupGO/view?usp=drivesdk,https://www.youtube.com/watch?v=H2iuSmV-ldM
ACTA-NUM.-0013-DE-FECHA-16-DE-OCTUBRE-2024.pdf,https://drive.google.com/file/d/1F0skkDrqjxfo4WuUe_Ybwlp1Kd4NJbKq/view?usp=drivesdk,https://www.youtube.com/watch?v=6WoDCeYYou4
ACTA-NUM.-0014-DE-FECHA-22-DE-OCTUBRE-2024.pdf,https://drive.google.com/file/d/1G8q2VFTf4Gg9034pD0QgQNI4vS2Uoyks/view?usp=drivesdk,https://www.youtube.com/watch?v=_MmiZr2xJ9c
ACTA-NUM.-0015-DE-FECHA-22-DE-OCTUBRE-2024-EXT.pdf,https://drive.google.com/file/d/17cZUf_AEO6WpSfo3bCwvdqHELtIBPSA9/view?usp=drivesdk,https://www.youtube.com/watch?v=_MmiZr2xJ9c
ACTA-NUM.-0017-DE-FECHA-06-DE-NOVIEMBRE-2024.pdf,https://drive.google.com/file/d/1PazbH1hiX69DReBWTog29efGUAUvGX4z/view?usp=drivesdk,https://www.youtube.com/watch?v=n2Eg5m9KXN0
ACTA-NUM.-0018-DE-FECHA-13-DE-NOVIEMBRE-2024.pdf,https://drive.google.com/file/d/1S_LhH57EXC-N4kpb8TNVafjCMErhEAyC/view?usp=drivesdk,https://www.youtube.com/watch?v=ZT-cc5W3dY0
ACTA-NUM.-0018-DE-FECHA-13-DE-NOVIEMBRE-2024.pdf,https://drive.google.com/file/d/1S_LhH57EXC-N4kpb8TNVafjCMErhEAyC/view?usp=drivesdk,https://www.youtube.com/watch?v=_5UJTi2TSFE
ACTA-NUM.-0019-DE-FECHA-13-DE-NOVIEMBRE-2024-EXT.pdf,https://drive.google.com/file/d/1q8xcjtmpZxkk5-OK4u51zwrgHNhS9sqI/view?usp=drivesdk,https://www.youtube.com/watch?v=ZT-cc5W3dY0
ACTA-NUM.-0019-DE-FECHA-13-DE-NOVIEMBRE-2024-EXT.pdf,https://drive.google.com/file/d/1q8xcjtmpZxkk5-OK4u51zwrgHNhS9sqI/view?usp=drivesdk,https://www.youtube.com/watch?v=_5UJTi2TSFE
ACTA-NUM.-0020-DE-FECHA-19-DE-NOVIEMBRE-2024.pdf,https://drive.google.com/file/d/13AHWFk-NjfruBSY5nckfXs8jzbnA0NNA/view?usp=drivesdk,https://www.youtube.com/watch?v=HFxC_NB10ow
ACTA-NUM.-0021-DE-FECHA-27-DE-NOVIEMBRE-2024.pdf,https://drive.google.com/file/d/1octtwvHWzX_MNfiJEtobmPqlEV90KQ6Y/view?usp=drivesdk,https://www.youtube.com/watch?v=-zH2wBbaw60
ACTA-NUM.-0021-DE-FECHA-27-DE-NOVIEMBRE-2024.pdf,https://drive.google.com/file/d/1octtwvHWzX_MNfiJEtobmPqlEV90KQ6Y/view?usp=drivesdk,https://www.youtube.com/watch?v=2wMKbtcJQvU
ACTA-NUM.-0022-DE-FECHA-27-DE-NOVIEMBRE-2024-EXT.pdf,https://drive.google.com/file/d/1iYo0ouGrG9KaC0TKDmEJx-5uUO3AVBgT/view?usp=drivesdk,https://www.youtube.com/watch?v=-zH2wBbaw60
ACTA-NUM.-0022-DE-FECHA-27-DE-NOVIEMBRE-2024-EXT.pdf,https://drive.google.com/file/d/1iYo0ouGrG9KaC0TKDmEJx-5uUO3AVBgT/view?usp=drivesdk,https://www.youtube.com/watch?v=2wMKbtcJQvU
ACTA-NUM.-0023-DE-FECHA-03-DE-DICIEMBRE-2024.pdf,https://drive.google.com/file/d/1fFl9EUPzY1ZtuGzfbobLpTu7eXXJdQX8/view?usp=drivesdk,https://www.youtube.com/watch?v=yLQGNE-R0w8
ACTA-NUM.-0024-DE-FECHA-05-DE-DICIEMBRE-2024.pdf,https://drive.google.com/file/d/1Qum1TT6qnIpat6dkLSGTlQ9t5uPQ_OTz/view?usp=drivesdk,https://www.youtube.com/watch?v=Of1EPNRBtV0
ACTA-NUM.-0025-DE-FECHA-05-DE-DICIEMBRE-2024-EXT.pdf,https://drive.google.com/file/d/1qAvFiliN0zS2bB0kvc6LLKvswiruTPPE/view?usp=drivesdk,https://www.youtube.com/watch?v=Of1EPNRBtV0
ACTA-NUM.-0026-DE-FECHA-09-DE-DICIEMBRE-2024-EXT.pdf,https://drive.google.com/file/d/1EOhWTJ6q_tNUJcAkzOSCqXze9kQ72S0i/view?usp=drivesdk,https://www.youtube.com/watch?v=7o02ZLMr9eE
ACTA-NUM.-0027-DE-FECHA-11-DE-DICIEMBRE-DE-2024.pdf,https://drive.google.com/file/d/19_EgsYC4MNlBJNp83L6y5quhvt5ZsfZK/view?usp=drivesdk,https://www.youtube.com/watch?v=Wj5JXmFieRM
ACTA-NUM.-0037-DE-FECHA-18-DE-MARZO-DE-2025.pdf,https://drive.google.com/file/d/1j3fiaVhE3S04gdO6bsJbeAtzBQHMo1x6/view?usp=drivesdk,https://www.youtube.com/watch?v=lkFoj3LJ5U8
ACTA-NUM.-0038-DE-FECHA-20-DE-MARZO-2025.-Comision-General-INTRANT.pdf,https://drive.google.com/file/d/1zQHrC76U_Tu5No7kBSfRjo-JmaT9uWwr/view?usp=drivesdk,https://www.youtube.com/watch?v=kTmTSpql3FI
ACTA-NUM.-0038-DE-FECHA-20-DE-MARZO-2025.-Comision-General-INTRANT.pdf,https://drive.google.com/file/d/1zQHrC76U_Tu5No7kBSfRjo-JmaT9uWwr/view?usp=drivesdk,https://www.youtube.com/watch?v=kApvtU2L2iY
ACTA-NUM.-0039-DE-FECHA-25-DE-MARZO-2025.pdf,https://drive.google.com/file/d/1-ngKMDDbAx_WERgNSvN8fgDC9s4W7iNV/view?usp=drivesdk,https://www.youtube.com/watch?v=IF8SME4DoF8
ACTA-NUM.-0040-DE-FECHA-27-DE-MARZO-2025.-Comision-General-JCE.pdf,https://drive.google.com/file/d/1GnegWCcPYYCpKhGxYA66Odb_1FA178hx/view?usp=drivesdk,https://www.youtube.com/watch?v=9Fkd-TC1k34
ACTA-NUM.-0041-DE-FECHA-01-DE-ABRIL-2025.pdf,https://drive.google.com/file/d/1V2q5JQMRbYSfOgNVumhNyWOFBrbtU_hX/view?usp=drivesdk,https://www.youtube.com/watch?v=tw3xwrQPe3o
ACTA-NUM.-0042-DE-FECHA-22-DE-ABRIL-2025.pdf,https://drive.google.com/file/d/1t1EFTqWWHJeobjCO_kxt5i8ZwB567wSf/view?usp=drivesdk,https://www.youtube.com/watch?v=dy2CYhpMjBo
ACTA-NUM.-0043-DE-FECHA-29-DE-ABRIL-2025.pdf,https://drive.google.com/file/d/1IVvyPKRmWbhu9gc0QuLYgYcx1_Ju7QZl/view?usp=drivesdk,https://www.youtube.com/watch?v=jme7qajMksM
ACTA-NUM.-0044-DE-FECHA-02-DE-MAYO-2025-Espaillat.pdf,https://drive.google.com/file/d/1fnWfgtKSn-9jM0vXG8tau8yIEt48o0Nw/view?usp=drivesdk,https://www.youtube.com/watch?v=u8AzE_tdM8E
ACTA-NUM.-0045-DE-FECHA-06-DE-MAYO-DE-2025.pdf,https://drive.google.com/file/d/1KTjSvzfloNZe4h7TE8sRDhLWk5Ni3wxh/view?usp=drivesdk,https://www.youtube.com/watch?v=M7eb9Gd2NmE
ACTA-NUM.-0046-DE-FECHA-13-DE-MAYO-2025.pdf,https://drive.google.com/file/d/15xaEihZc8Gz-BbADezJUnwdgQxpr93nn/view?usp=drivesdk,https://www.youtube.com/watch?v=H_E6W7Jw17o
ACTA-NUM.-0047-DE-FECHA-20-DE-MAYO-2025.pdf,https://drive.google.com/file/d/1kIeJ9XY1SPFRfXKvUsR5LUuD-ZsleSqc/view?usp=drivesdk,https://www.youtube.com/watch?v=DoWnO1pZbXU
ACTA-NUM.-0048-DE-FECHA-22-DE-MAYO-2025.pdf,https://drive.google.com/file/d/1-fc67akSAyZMdxDoyjHY118BPgLzauab/view?usp=drivesdk,https://www.youtube.com/watch?v=7kOmTPfJTqA
ACTA-NUM.-0049-DE-FECHA-22-DE-MAYO-2025-Ext.pdf,https://drive.google.com/file/d/1KYF9WoJd1vr_7NeierjVO2QLCoxqeN8H/view?usp=drivesdk,https://www.youtube.com/watch?v=7kOmTPfJTqA
ACTA-NUM.-0050-DE-FECHA-27-DE-MAYO-2025.pdf,https://drive.google.com/file/d/1kB0EodsWUCU2fkpkMh-SHaPytqzZnYez/view?usp=drivesdk,https://www.youtube.com/watch?v=2ZtuwkPG_H8
ACTA-NUM.-0051-DE-FECHA-03-DE-JUNIO-2025.pdf,https://drive.google.com/file/d/12iAqSsWlUFnMKJlcTJjMATEqrd2xEuqD/view?usp=drivesdk,https://www.youtube.com/watch?v=dg7tCcaA13Q
ACTA-NUM.-0052-DE-FECHA-05-DE-JUNIO-2025.pdf,https://drive.google.com/file/d/1dCbN5bvMstq-wVdp_oRU5_VVRkCC5UJZ/view?usp=drivesdk,https://www.youtube.com/watch?v=7j-niF5uYbs
ACTA-NUM.-0053-DE-FECHA-10-DE-JUNIO-2025.pdf,https://drive.google.com/file/d/1PLUdWxOiStr-Smyz0YE6-O_12wa-mEPA/view?usp=drivesdk,https://www.youtube.com/watch?v=Oi9R14VrPN0
ACTA-NUM.-0054-DE-FECHA-12-DE-JUNIO-2025.pdf,https://drive.google.com/file/d/1DOqAFxLLh62HInXnnKIIeE5y9VY-19Cl/view?usp=drivesdk,https://www.youtube.com/watch?v=vWhd2OtoRT0
ACTA-NUM.-0055-DE-FECHA-17-DE-JUNIO-2025.pdf,https://drive.google.com/file/d/1C3JNALLv4xPjQYl9l5xY63bie-KYdQGF/view?usp=drivesdk,https://www.youtube.com/watch?v=pxKybiaJnvU
ACTA-NUM.-0056-DE-FECHA-24-DE-JUNIO-DE-2025.pdf,https://drive.google.com/file/d/1drXA7itUDHZbl2hddiRYA5guRa72sxi9/view?usp=drivesdk,https://www.youtube.com/watch?v=bRXte2qycd8
ACTA-NUM.-0057-DE-FECHA-01-DE-JULIO-2025.pdf,https://drive.google.com/file/d/10glQzGvijPOHYAzfhAQFrh_Yu1ExKBY0/view?usp=drivesdk,https://www.youtube.com/watch?v=hc_RmGphYbI
ACTA-NUM.-0058-DE-FECHA-08-DE-JULIO-2025.pdf,https://drive.google.com/file/d/1bO8fPRhYGZR2cdFPiEL7ZxzxeMbrF4oS/view?usp=drivesdk,https://www.youtube.com/watch?v=nSVtEfLpgPg
ACTA-NUM.-0059-DE-FECHA-10-DE-JULIO-2025.pdf,https://drive.google.com/file/d/1qowlFTR2QoRq--QThlk7Iipsm5xPhIJQ/view?usp=drivesdk,https://www.youtube.com/watch?v=zhrgIdWZmQU
ACTA-NUM.-0060-DE-FECHA-15-DE-JULIO-2025.pdf,https://drive.google.com/file/d/1hAP0xBfBAU3812_b6KUlIzEWihjwv0cT/view?usp=drivesdk,https://www.youtube.com/watch?v=PBokQcEuGeQ
ACTA-NUM.-0061-DE-FECHA-17-DE-JULIO-2025.pdf,https://drive.google.com/file/d/1p9ZQRcg1yVeqag47DTfyl9Xa4OPnPNYT/view?usp=drivesdk,https://www.youtube.com/watch?v=jMm1BXj3leU
ACTA-NUM.-0062-DE-FECHA-18-DE-JULIO-2025.pdf,https://drive.google.com/file/d/1FuTx8biWBcxpV3iZpzECLFiZq4BONwb2/view?usp=drivesdk,https://www.youtube.com/watch?v=f-m6gYwE_L0
ACTA-NUM.-0063-DE-FECHA-21-DE-JULIO-2025.pdf,https://drive.google.com/file/d/1mhDatUtEAJNYfI3E6JGmFb2yyYT4kCmv/view?usp=drivesdk,https://www.youtube.com/watch?v=WqK1Lo2sO3Q
ACTA-NUM.-0064-DE-FECHA-22-DE-JULIO-2025.pdf,https://drive.google.com/file/d/18mkyUCMtmpOF1U_ubVNE34x4kdiJaKBo/view?usp=drivesdk,https://www.youtube.com/watch?v=RFP2rm0GEKM
ACTA-NUM.-0075-DE-FECHA-28-DE-SEPTIEMBRE-DE-2021.pdf,https://drive.google.com/file/d/1VwkdkszwLNdb0QUlcj4nuEEpv3f4x8X9/view?usp=drivesdk,https://www.youtube.com/watch?v=K_W9yysZVHo
ACTA-NUM.-0076-DE-FECHA-05-DE-OCTUBRE-DE-2021.pdf,https://drive.google.com/file/d/16soz6zQQLyUId8cUd7FZPSUdqBnTw05G/view?usp=drivesdk,https://www.youtube.com/watch?v=ioptENa2poo
ACTA-NUM.-0077-DE-FECHA-14-DE-OCTUBRE-DE-2021-COMPARECENCIA.pdf,https://drive.google.com/file/d/11MUPefqBVKRfZTWTukAYa162M6cQYgbj/view?usp=drivesdk,https://www.youtube.com/watch?v=LpLi2kuSYmo
ACTA-NUM.-0079-DE-FECHA-20-DE-OCTUBRE-DE-2021.pdf,https://drive.google.com/file/d/1iJ3Hxzl90IJDafVN6DdPnEumBKJc443u/view?usp=drivesdk,https://www.youtube.com/watch?v=geUAEfQAi3o
ACTA-NUM.-0080-DE-FECHA-26-DE-OCTUBRE-DE-2021.pdf,https://drive.google.com/file/d/1c1-aXZzGogWKIsBQDm9PjONVjTFqVUGQ/view?usp=drivesdk,https://www.youtube.com/watch?v=bPcFvZjyl7k
ACTA-NUM.-0081-DE-FECHA-02-DE-NOVIEMBRE-2021.pdf,https://drive.google.com/file/d/1TrpYFnO-cS5_Kkj4sD5WSMOVYx3sI_by/view?usp=drivesdk,https://www.youtube.com/watch?v=evTiKMkjvhA
ACTA-NUM.-0082-DE-FECHA-06-DE-NOVIEMBRE-2021.pdf,https://drive.google.com/file/d/1N9PJTfmSa_c3KHpMYG3WGqLsMLkrOiTI/view?usp=drivesdk,https://www.youtube.com/watch?v=I5TYQMCPKjE
ACTA-NUM.-0083-DE-FECHA-09-DE-NOVIEMBRE-2021.pdf,https://drive.google.com/file/d/1EAGbHbz-40Prrl9fEu5XK2vVNwh7oF_d/view?usp=drivesdk,https://www.youtube.com/watch?v=yH0IcoeVC-s
ACTA-NUM.-0084-DE-FECHA-16-DE-NOVIEMBE-DE-2021.pdf,https://drive.google.com/file/d/1b9wtYek35aW3Tb0ODmebfnIi5sZE6Afu/view?usp=drivesdk,url_youtube
