titulo_youtube,fecha_sesion,url_youtube
Transmisión en vivo de la sesión No. 112 | Martes 17 de Mayo de 2022,2022-05-17,https://www.youtube.com/watch?v=ZEjdeNcEuuE
Transmisión en vivo de la sesión No. 113 | Miércoles 25 de Mayo de 2022,2022-05-25,https://www.youtube.com/watch?v=Ua3JN308bHc
Transmisión en vivo de la sesión No. 114 | Miércoles 01 de Junio de 2022,2022-06-01,https://www.youtube.com/watch?v=WiR2omdqzuw
Transmisión en vivo de la sesión No. 115 | Martes 14 de Junio de 2022,2022-06-14,https://www.youtube.com/watch?v=VzAYBi7ASg0
Inicio de la Primera Legislatura Ordinaria 27 de Febrero del 2022,2022-08-22,https://www.youtube.com/watch?v=Wd-gnVzjHrs
Transmisión en vivo de la sesión No. 118 | Miércoles 29 de Junio de 2022,2022-06-29,https://www.youtube.com/watch?v=R-JNzG4NpsM
Transmisión en vivo de la sesión No. 117 | Miércoles 22 de Junio de 2022,2022-06-22,https://www.youtube.com/watch?v=IRDFg0ga0jk
Transmisión en vivo de la sesión No. 119 | Miércoles 06 de Julio de 2022,2022-07-06,https://www.youtube.com/watch?v=gMSuQ3jO4IQ
Transmisión en vivo de la sesión No. 120 | Martes 12 de Julio de 2022,2022-07-12,https://www.youtube.com/watch?v=Nt7Ejh3UBls
Transmisión en vivo de la sesión No. 121 | Jueves 14 de Julio de 2022,2022-07-14,https://www.youtube.com/watch?v=jHKRObemNdc
Transmisión en vivo de la sesión No. 122 | Miércoles 20 de Julio de 2022,2022-07-20,https://www.youtube.com/watch?v=1Sa20owVv7g
Transmisión en vivo de la sesión No. 124 | Lunes 25 de Julio de 2022,2022-07-25,https://www.youtube.com/watch?v=yeuL7ei9cYk
Transmisión en vivo de la sesión No. 126 | Martes 26 de Julio de 2022,2022-07-26,https://www.youtube.com/watch?v=AUSq5nGKlYo
Transmisión en vivo de la sesión No. 128 | Miércoles 24 de Agosto de 2022,2022-08-24,https://www.youtube.com/watch?v=9xbJlW1V7qM
Transmisión en vivo de la sesión No. 129 | Miércoles 31 de Agosto de 2022,2022-08-31,https://www.youtube.com/watch?v=NkBSAIpsqCg
Transmisión en vivo de la sesión No. 130 | Miércoles 07 de septiembre de 2022,2022-09-07,https://www.youtube.com/watch?v=bzdfcVwXkWg
Transmisión en vivo de la sesión No. 131 | Martes 13 de septiembre de 2022,2022-09-13,https://www.youtube.com/watch?v=CZSPoLDw2NQ
Transmisión en vivo de la sesión No. 132 | Jueves 22 de septiembre de 2022,2022-09-22,https://www.youtube.com/watch?v=ZKR5QK9lCF8
Transmisión en vivo de la sesión No. 133 | Miércoles  28 de septiembre de 2022,2022-09-28,https://www.youtube.com/watch?v=LYDxuISRdUA
Transmisión en vivo de la sesión No. 135 | Miércoles  05 de Octubre de 2022,2022-10-05,https://www.youtube.com/watch?v=JheBm9zzPVg
Transmisión en vivo de la sesión No. 136 | Miércoles  12 de Octubre de 2022,2022-10-12,https://www.youtube.com/watch?v=QgkObIlt9vI
Transmisión en vivo de la sesión No. 137 | Miércoles  19 de Octubre de 2022,2022-10-19,https://www.youtube.com/watch?v=Xtr_9-71icA
Transmisión en vivo de la sesión No. 138 | Miércoles  26 de Octubre de 2022,2022-10-26,https://www.youtube.com/watch?v=3sJbhLokSFk
Transmisión en vivo de la sesión No. 139 | Martes  01 de Noviembre de 2022,2022-11-01,https://www.youtube.com/watch?v=HCLZ7A8uI2k
Inauguración del XI Foro Parlamentario Iberoamericano,2022-11-03,https://www.youtube.com/watch?v=9Klt_Q_1iqc
Transmisión en vivo de la sesión No. 140 | Martes  08 de Noviembre de 2022,2022-11-08,https://www.youtube.com/watch?v=YgyW9LpHCtQ
Transmisión en vivo de la sesión No. 141 | Martes  15 de Noviembre de 2022,2022-11-15,https://www.youtube.com/watch?v=kdag7tJtb8s
Transmisión en vivo de la sesión No. 142 | Miércoles 23 de Noviembre de 2022,2022-11-23,https://www.youtube.com/watch?v=Sk_rByHvgew
Transmisión en vivo de la sesión Extraordinaria No. 143 | viernes 25 de Noviembre de 2022,2022-11-25,https://www.youtube.com/watch?v=dt1Da2kXwcM
Transmisión en vivo de la sesión No. 144 | Miércoles 30 de Noviembre de 2022,2022-11-30,https://www.youtube.com/watch?v=5QCuQ5FGG-E
Transmisión en vivo de la sesión No. 145 | Miércoles 07 de Diciembre  de 2022,2022-12-07,https://www.youtube.com/watch?v=FFxBUPUVsLE
Transmisión en vivo de la sesión No. 147 | Martes 13 de Diciembre  de 2022,2022-12-13,https://www.youtube.com/watch?v=a_odoBe_n4Q
Transmisión en vivo de la sesión No. 149 | Martes 20 de Diciembre  de 2022,2022-12-20,https://www.youtube.com/watch?v=Q2UIZONmyUg
Transmisión en vivo de la sesión No. 00066 I Martes 10 de agosto de 2021,2021-08-10,https://www.youtube.com/watch?v=9kJVPNThWHA
Transmisión en vivo de la sesión No. 00065 I Jueves 5 de agosto de 2021,2021-08-05,https://www.youtube.com/watch?v=M8ZcohHFV38
Transmisión en vivo de la sesión No. 00064 I Martes 03 de agosto de 2021,2021-08-03,https://www.youtube.com/watch?v=9nVpBLxNTfM
Transmisión en vivo de la sesión No. 00063 I Jueves 29 de julio de 2021,2021-07-29,https://www.youtube.com/watch?v=Jk6E7zmgpb8
Transmisión en vivo de la sesión No. 00062 I Martes 27 de julio de 2021,2021-07-27,https://www.youtube.com/watch?v=DDInaFCFBWw
Transmisión en vivo de la sesión No. 00061 I Miércoles 21 de julio de 2021,2021-07-21,https://www.youtube.com/watch?v=Pkfw4loa-Ac
Transmisión en vivo de la sesión No. 00059 I Miércoles 14 de julio de 2021,2021-07-14,https://www.youtube.com/watch?v=QRDKHGdN3kQ
Transmisión en vivo de la sesión No. 00058 I Jueves 08 de julio de 2021,2021-07-08,https://www.youtube.com/watch?v=u05dqpQYtl0
Transmisión en vivo de la sesión No. 00054 I MIércoles 16 de junio de 2021,2021-06-16,https://www.youtube.com/watch?v=yDCWNBan_M8
Transmisión en vivo de la sesión No. 00052 I Jueves 10 de junio de 2021,2021-06-10,https://www.youtube.com/watch?v=QuzR5AMAQiU
Transmisión en vivo de la sesión No. 00051 I Martes 08 de junio de 2021,2021-06-08,https://www.youtube.com/watch?v=S87g-PSeiSc
Transmisión en vivo de la sesión No. 00050 I Martes 01 de junio de 2021,2021-06-01,https://www.youtube.com/watch?v=zZQnQ-IPHgU
Transmisión en vivo de la sesión No. 00048 I Miércoles 26 de mayo del 2021,2022-08-22,https://www.youtube.com/watch?v=nTb1-rSNi8g
Transmisión en vivo de la sesión No. 00047 I Martes 18 de mayo del 2021,2022-08-22,https://www.youtube.com/watch?v=gc1Ntd2n3Wk
Transmisión en vivo de la sesión No. 00046 I Jueves 13 de mayo del 2021,2022-08-22,https://www.youtube.com/watch?v=lpjoa4KHZ60
Transmisión en vivo de la sesión No. 00045 I Martes 11 de mayo del 2021,2022-08-22,https://www.youtube.com/watch?v=sFioeS3cDUs
Transmisión en vivo de la sesión No. 00043 I Martes 04 de mayo del 2021,2022-08-22,https://www.youtube.com/watch?v=9Q15mnQFl-M
Transmisión en vivo de la sesión No. 00042 I Martes 27 de abril del 2021,2022-08-22,https://www.youtube.com/watch?v=uDssrj7Km-I
Transmisión en vivo de la sesión No. 00041 I Martes 20 de abril del 2021,2022-08-22,https://www.youtube.com/watch?v=jRap4FJUiG8
Transmisión en vivo de la sesión No. 00040 I Martes 13 de abril del 2021,2022-08-22,https://www.youtube.com/watch?v=ReyiRoYMfJw
Transmisión en vivo de la sesión No. 00039 I Jueves 08 de abril del 2021,2022-08-22,https://www.youtube.com/watch?v=5a5Gv1wlTR0
Transmisión en vivo de la sesión No. 00037 I Martes 06 de abril del 2021,2022-08-22,https://www.youtube.com/watch?v=bQLlkU9w3F4
Transmisión en vivo de la sesión No. 00036 I Jueves 25 de marzo del 2021,2022-08-22,https://www.youtube.com/watch?v=1WghCaod-PA
Transmisión en vivo de la sesión No. 00035 I Miércoles 17 de marzo del 2021,2022-08-22,https://www.youtube.com/watch?v=Q6HexGfXO6U
Transmisión en vivo de la sesión No. 00034 I Martes 09 de marzo del 2021,2022-08-22,https://www.youtube.com/watch?v=88wbQtWJU_Y
Transmisión en vivo de la sesión No. 00033 I Martes 02 de marzo del 2021,2022-08-22,https://www.youtube.com/watch?v=auy-Z4d1ZMk
Transmisión en vivo de la sesión No. 00032 I Sábado 27 de febrero del 2021,2022-08-22,https://www.youtube.com/watch?v=eYdcdOfDdmc
Transmisión en vivo de la sesión No. 00030 I Martes 16 de febrero del 2021,2022-08-22,https://www.youtube.com/watch?v=eYS5Gl9EHNs
Transmisión en vivo de la sesión No. 00029 I Viernes 29 de enero del 2021,2022-08-22,https://www.youtube.com/watch?v=7OcY4wmDVaw
Transmisión en vivo de la sesión No. 00027 I Martes 19 de enero del 2021,2022-08-22,https://www.youtube.com/watch?v=W4QT395rF1U
Transmisión en vivo de la sesión No. 00025 I Jueves 07 de enero del 2021,2022-08-22,https://www.youtube.com/watch?v=sWe2HPUhcVU
Transmisión en vivo de la sesión No. 00023 I Lunes 21 de diciembre del 2020,2022-08-22,https://www.youtube.com/watch?v=DLYBoHqMEV0
Transmisión en vivo de la sesión No. 00022 I Martes 15 de diciembre del 2020,2022-08-22,https://www.youtube.com/watch?v=aSJ00zQF39U
Transmisión en vivo de la sesión No. 00021 I Martes 08 de diciembre del 2020,2022-08-22,https://www.youtube.com/watch?v=4d1QXG1pk6M
TRANSMISIÓN EN VIVO DE LA SESIÓN NO. 00019 DEL MARTES 01 DE DICIEMBRE DEL 2020,2022-08-22,https://www.youtube.com/watch?v=qCNszL6AMvY
Reconocimiento al ExPresidente Ing. Agrónomo Rafael Hipólito Mejía Domínguez,2022-08-22,https://www.youtube.com/watch?v=Z4V3CYGMpF8
SESIÓN ORDINARIA 00018 - 25 DE NOVIEMBRE 2020,2020-11-25,https://www.youtube.com/watch?v=BYObyvrHRsA
SESIÓN ORDINARIA 00017 - 18 DE NOVIEMBRE 2020,2020-11-18,https://www.youtube.com/watch?v=hZ054QslYgU
SESIÓN ORDINARIA 00016 - 11 DE NOVIEMBRE 2020,2020-11-11,https://www.youtube.com/watch?v=GzDruiryE6k
Juramentación de los nuevos miembros de la JCE,2022-08-22,https://www.youtube.com/watch?v=uw-6ZrxUtVA
Sesión Extraordinaria 00015 - 06/11/2020 desde San Cristóbal,2022-08-22,https://www.youtube.com/watch?v=5uH1LmHv2Ns
SESIÓN ORDINARIA 00014 - 04 DE NOVIEMBRE 2020,2020-11-04,https://www.youtube.com/watch?v=BpYcE2fIlck
SESIÓN ORDINARIA 00013 - 28 DE OCTUBRE 2020,2020-10-28,https://www.youtube.com/watch?v=aNXxq-duzdk
SESIÓN ORDINARIA 012 - 21 DE OCTUBRE 2020,2020-10-21,https://www.youtube.com/watch?v=eIpN4GOrfoc
SESIÓN ORDINARIA 011 - 14 DE OCTUBRE 2020,2020-10-14,https://www.youtube.com/watch?v=U5xIiHuGnO8
SESIÓN ORDINARIA 010 - 07 DE OCTUBRE 2020,2020-10-07,https://www.youtube.com/watch?v=_gw9B-Jj9WY
SESIÓN ORDINARIA 009 - 30 DE SEPTIEMBRE 2020,2020-09-30,https://www.youtube.com/watch?v=6CS5_cBFyB4
SESIÓN ORDINARIA 008 - 23 DE SEPTIEMBRE 2020,2020-09-23,https://www.youtube.com/watch?v=_zSZv8OJ1r8
SESIÓN ORDINARIA 007 - 16 DE SEPTIEMBRE 2020,2020-09-16,https://www.youtube.com/watch?v=nCJBYdrZliA
SESIÓN ORDINARIA 005 - 03 DE SEPTIEMBRE 2020,2020-09-03,https://www.youtube.com/watch?v=-WiH4Ha94UI
Sesión Ordinaria 004 - 01 de septiembre de 2020,2020-09-01,https://www.youtube.com/watch?v=YnSFRXYfadE
Sesión Ordinaria 003 - 26 de agosto de 2020,2020-08-26,https://www.youtube.com/watch?v=_KSNUeK93mc
Sesión Ordinaria 002 - 20 de agosto de 2020,2020-08-20,https://www.youtube.com/watch?v=YKpbdLDP2kk
Transmisión en vivo de la sesión No. 151 | Martes 10 de Enero de 2023,2023-01-10,https://www.youtube.com/watch?v=f9eaIC9Ex9E
Transmisión en vivo de la sesión No. 152 Jueves 12  de Enero de 2023,2023-01-12,https://www.youtube.com/watch?v=2fStgGcVFA8
Transmisión en vivo de la sesión No. 153 Miércoles 18  de Enero de 2023,2023-01-18,https://www.youtube.com/watch?v=-LQWxCeCkHA
Transmisión en vivo de la sesión No. 154 Martes 24  de Enero de 2023,2023-01-24,https://www.youtube.com/watch?v=v_cpbwjbO3M
Transmisión en vivo de la sesión No. 155 Miércoles 01  de Febrero de 2023,2023-02-01,https://www.youtube.com/watch?v=ChR0Tg-VWpc
Transmisión en vivo de la sesión No. 156 Miércoles 08 de Febrero de 2023,2023-02-08,https://www.youtube.com/watch?v=-BpkAeQdR9U
Transmisión en vivo de la sesión No. 157 Martes 14 de Febrero de 2023,2023-02-14,https://www.youtube.com/watch?v=UEG0iAKYSUk
Inicio de la Primera Legislatura Ordinaria 2023,2023-02-27,https://www.youtube.com/watch?v=1UBFZ1g923k
Rendición de Cuentas Presidente Luis Abinader Corona,2023-02-27,https://www.youtube.com/watch?v=mg5g0U3j82M
Transmisión en vivo de la sesión No. 159 Martes 07 de Marzo de 2023,2023-03-07,https://www.youtube.com/watch?v=hEHUo0XdMmM
Transmisión en vivo de la sesión No. 160 Miércoles 15 de Marzo de 2023,2023-03-15,https://www.youtube.com/watch?v=jdS-0NW_PNk
Transmisión en vivo de la sesión No. 161 Miércoles 22 de Marzo de 2023,2023-03-22,https://www.youtube.com/watch?v=rFXYohNIf3E
Transmisión en vivo de la sesión No. 162 Martes 28 de Marzo de 2023,2023-03-28,https://www.youtube.com/watch?v=qfLKzgCt2n8
Transmisión en vivo de la sesión No. 163 Martes 11 de Abril de 2023,2023-04-11,https://www.youtube.com/watch?v=lhz8QZ3Gja4
Transmisión en vivo de la sesión No. 164 Miércoles 19 de Abril de 2023,2023-04-19,https://www.youtube.com/watch?v=iBWCZCF4Cxc
Transmisión en vivo de la sesión No. 165 Martes 25 de Abril de 2023,2023-04-25,https://www.youtube.com/watch?v=Lj0r9hku4zk
Transmisión en vivo de la sesión No. 166 Miércoles 03 de Mayo de 2023,2023-05-03,https://www.youtube.com/watch?v=9zfaX68fxmE
Transmisión en vivo de la sesión No. 168 Martes 09 de Mayo de 2023,2023-05-09,https://www.youtube.com/watch?v=wUlpUIZ_d7E
🎥📜Senado de New York Reconoce al Presidente del Senado de la Républica Eduardo Estrella,2023-05-17,https://www.youtube.com/watch?v=AionQQQaHEs
Transmisión en vivo de la sesión No. 169 Miércoles 24 de Mayo de 2023,2023-05-24,https://www.youtube.com/watch?v=hHH9BOFX44o
Transmisión en vivo de la sesión No. 170 Martes 30 de Mayo de 2023,2023-05-30,https://www.youtube.com/watch?v=0IobyRaYZBA
Transmisión en vivo de la sesión No. 171 Miércoles  07 de Junio de 2023,2023-06-07,https://www.youtube.com/watch?v=QHJZD91Uixg
Transmisión en vivo de la Sesión Extraordinaria  No. 172  Viernes 16 de Junio del 2023,2023-06-16,https://www.youtube.com/watch?v=FVZeAIE0k0g
Transmisión en vivo de la sesión No. 173 Miércoles  21 de Junio de 2023,2023-06-21,https://www.youtube.com/watch?v=kBfFm-E2XQM
Transmisión en vivo de la sesión No. 174 Miércoles  28 de Junio de 2023,2023-06-28,https://www.youtube.com/watch?v=f7mbAfk5nAk
Transmisión en vivo de la sesión No. 175 Miércoles  05 de Julio de 2023,2023-07-05,https://www.youtube.com/watch?v=3NnwmQ3ZReQ
Transmisión en vivo de la sesión No. 176 Miércoles  12 de Julio de 2023,2023-07-12,https://www.youtube.com/watch?v=h0k0L8KSNjo
Transmisión en vivo de la sesión No. 177 Martes 18 de Julio de 2023,2023-07-18,https://www.youtube.com/watch?v=9SDewzy7cMQ
"Transmisión en vivo de la sesión No. 178,  Lunes 24 de Julio de 2023",2023-07-24,https://www.youtube.com/watch?v=yNbcRLOJXbE
"Transmisión en vivo de la sesión No. 179,  Miércoles 26 de Julio de 2023",2023-07-26,https://www.youtube.com/watch?v=TrqKVeCxWsg
"Transmisión en vivo de la sesión No. 180,  Miércoles 02 de agosto de 2023",2023-08-02,https://www.youtube.com/watch?v=v_6qmkyOchE
Memoria de una Gestión 2022-2023,2023-08-03,https://www.youtube.com/watch?v=tg1Icv5Glk4
"Transmisión en vivo de la sesión No. 181,  Martes 08 de agosto de 2023",2023-08-08,https://www.youtube.com/watch?v=zFM58FmxydY
Elección y juramentación del Bufete Directivo y apertura de la Segunda Legislatura Ordinadira 2023,2023-08-16,https://www.youtube.com/watch?v=NKCA7h4fYc4
"Transmisión en vivo de la sesión No. 183,  Viernes 25 de agosto de 2023",2023-08-25,https://www.youtube.com/watch?v=SrTvDcJlDfk
"Transmisión en vivo de la sesión No. 184 - 185,  Martes 29 de agosto de 2023",2023-08-29,https://www.youtube.com/watch?v=y4bllA9wvks
Transmisión en vivo de la sesión Extraordinaria No. 186  Viernes 08 de Septiembre de 2023,2023-09-08,https://www.youtube.com/watch?v=o1LOpXyfmJI
"Transmisión en vivo de la sesión No. 187,  Miércoles 13 de septiembre de 2023",2023-09-13,https://www.youtube.com/watch?v=DVedC-tl-iU
Transmisión en vivo de la sesión Extraordinaria No. 188  miércoles 20 de Septiembre de 2023,2023-09-20,https://www.youtube.com/watch?v=_VHGwbYKJ_4
"Transmisión en vivo de la sesión No. 189, Martes 26 de septiembre de 2023",2023-09-26,https://www.youtube.com/watch?v=Bsz9o-d56tw
"Transmisión en vivo de la sesión No. 190, Jueves 28 de septiembre de 2023",2023-09-28,https://www.youtube.com/watch?v=ejOgYyiL70w
Transmisión en vivo de la sesión No. 191 Miércoles 04 de Octubre de 2023,2023-10-04,https://www.youtube.com/watch?v=UDxgmXIxo8g
Transmisión en vivo de la sesión No. 192 Miércoles 11 de Octubre de 2023,2023-10-11,https://www.youtube.com/watch?v=XQBcxAc4Mvo
Transmisión en vivo de la sesión No. 193 Miércoles 18 de Octubre de 2023,2023-10-18,https://www.youtube.com/watch?v=3gnn_CIVyT0
Vistas Pública Proyecto de Ley de lo Cuerpos de Bomberos,2023-10-23,https://www.youtube.com/watch?v=NnZdtPQG5Ho
Transmisión en vivo de la sesión No. 195 Martes 24  de Octubre de 2023,2023-10-24,https://www.youtube.com/watch?v=NBlSxOQDdiI
Transmisión en vivo de la sesión No. 196 Jueves 26  de Octubre de 2023,2023-10-26,https://www.youtube.com/watch?v=Uqfq0Z9bO7o
Transmisión en vivo  Apertura de la Asamblea Parlamentaria Euro - Latinoamericana,2023-10-30,https://www.youtube.com/watch?v=MUojLPDb-v4
Transmisión en vivo de Rueda de prensa Miembros Euro - Latinoamericana,2023-10-31,https://www.youtube.com/watch?v=e6CHt9fQ3Q8
Transmisión en vivo de la sesión No. 197 Martes 31 de Octubre de 2023,2023-10-31,https://www.youtube.com/watch?v=VxYUVaXUv5Q
Sesión ordinaria #198 desde El Seibo,2023-11-08,https://www.youtube.com/watch?v=vUOF2WeGJtU
Transmisión en vivo de la sesión No. 199 Martes 14 de Noviembre  de 2023,2023-11-14,https://www.youtube.com/watch?v=xHIiV2Uitys
Transmisión en vivo de la sesión No. 200 Miércoles 22 de Noviembre  de 2023,2023-11-22,https://www.youtube.com/watch?v=RcWIYJQCO3U
Primer Encuentro del Senado con el Tribunal Constitucional,2023-11-23,https://www.youtube.com/watch?v=yLy4nWly2zk
"Charla sobre  Viernes Negro, Origen y Consumismo",2023-11-24,https://www.youtube.com/watch?v=3m1BjpwXL5c
Transmisión en vivo de la sesión No. 201 Martes 28 de Noviembre  de 2023,2023-11-28,https://www.youtube.com/watch?v=TqnElvXKIrk
Charla  Violencia de Género,2023-12-01,https://www.youtube.com/watch?v=WPvQgvQlrbk
Transmisión en vivo de la sesión No. 202 Martes 05 de Diciembre  de 2023,2023-12-05,https://www.youtube.com/watch?v=EdwnSrAk-3Y
Transmisión en vivo de la sesión No. 203 Martes 12 de Diciembre  de 2023,2023-12-12,https://www.youtube.com/watch?v=HlpPgtlVdPw
Transmisión en vivo de la sesión No. 204 Lunes 18 de Diciembre  de 2023,2023-12-18,https://www.youtube.com/watch?v=Zh12Krlpl4g
Transmisión en vivo de la sesión No. 205 Miércoles 20 de Diciembre  de 2023,2023-12-20,https://www.youtube.com/watch?v=Q-EFwTZgOdo
Transmisión en vivo de la sesión No. 206 Lunes 8 de Enero  de 2024,2024-01-08,https://www.youtube.com/watch?v=Tv3ujDvqlzA
Transmisión en vivo de la sesión No. 207 Miércoles 10 de Enero de 2024,2024-01-10,https://www.youtube.com/watch?v=jnOKHpteMOE
Apertura Primera Legislatura Ordinaria,2024-02-27,https://www.youtube.com/watch?v=KAqfobYAomg
Rendición de Cuentas Presidente Luis Abinader Corona,2024-02-27,https://www.youtube.com/watch?v=DY6PiQRzJv4
Transmisión en vivo de la sesión No. 210 Miércoles 28 de febrero de 2024,2024-02-28,https://www.youtube.com/watch?v=M5j-wH8A7DM
Lanzamiento del Marco Común de Evaluación  (CAF),2024-03-07,https://www.youtube.com/watch?v=tMGtUwHeBA4
Transmisión en vivo de la sesión No. 211 Jueves 7 de Marzo 2024,2024-03-07,https://www.youtube.com/watch?v=O3Qy9TGJWxw
Voces de Marzo,2024-03-08,https://www.youtube.com/watch?v=iJKcFVbrpWE
Transmisión en vivo de la sesión No. 212 Martes 19 de Marzo 2024,2024-03-19,https://www.youtube.com/watch?v=KJ0cn5REyKU
Transmisión en vivo de la sesión No. 213 Miércoles 20 de Marzo del 2024 en la Provincia de Peravia,2024-03-20,https://www.youtube.com/watch?v=wPqRqlUkr8g
Transmisión en vivo de la sesión No. 214 Martes 9 de Abril del 2024,2024-04-09,https://www.youtube.com/watch?v=RK2sUOrFgsc
Innovación Legislativa en la Era Digital un Diálogo Sobre Inteligencia Artificial,2024-04-11,https://www.youtube.com/watch?v=TkFZPP7FtZA
Transmisión en vivo de la sesión No. 215 Martes 16 de Abril del 2024,2024-04-16,https://www.youtube.com/watch?v=nDP6LVMpge8
