titulo_youtube,fecha_sesion,url_youtube
"En vivo│Primera Legislatura Ordinaria de 2025, Sesión Ordinaria No.041, jueves 03 de julio 2025.",2025-07-03,https://www.youtube.com/watch?v=Xu0dcLbue1c
"En vivo│Primera Legislatura Ordinaria de 2025, Sesión Ordinaria No.040, miércoles 02 de julio 2025.",2025-07-02,https://www.youtube.com/watch?v=FfTk0t023_0
"En vivo│Primera Legislatura Ordinaria de 2025, Sesión Ordinaria No.038, martes 01 de julio 2025.",2025-07-01,https://www.youtube.com/watch?v=ev1Y2JQW7ak
"En vivo│Primera Legislatura Ordinaria de 2025, Sesión Ordinaria No.036, miércoles 25 de junio 2025.",2025-06-25,https://www.youtube.com/watch?v=6L8gXe6VZ8I
"En vivo│Primera Legislatura Ordinaria de 2025, Sesión Ordinaria No.035, martes 24 de junio 2025.",2025-06-24,https://www.youtube.com/watch?v=J6eKAXfEaM0
"En vivo│Primera Legislatura Ordinaria de 2025, Sesión Ordinaria No.034, miércoles 18 de junio 2025.",2025-06-18,https://www.youtube.com/watch?v=oRuy6LKnJ2o
"En vivo│Primera Legislatura Ordinaria de 2025, Sesión Ordinaria No.033, martes 17 de junio 2025.",2025-06-17,https://www.youtube.com/watch?v=eioS4v3sm1o
"En vivo│Primera Legislatura Ordinaria de 2025, Sesión Ordinaria No.031, miércoles 11 de junio 2025.",2025-06-11,https://www.youtube.com/watch?v=mK6_Z8hb-x8
"En vivo│Primera Legislatura Ordinaria de 2025, Sesión Ordinaria No.029, martes 10 de junio 2025.",2025-06-10,https://www.youtube.com/watch?v=i_4bMLb9VrE
"En vivo│Primera Legislatura Ordinaria de 2025, Sesión Ordinaria No.028, martes 03 de junio 2025.",2025-06-03,https://www.youtube.com/watch?v=5lITGUyDL2k
"En vivo│Primera Legislatura Ordinaria de 2025, Sesión Ordinaria No.027, miércoles 28 de mayo 2025.",2025-05-28,https://www.youtube.com/watch?v=N8ZM2ac1lM8
"En vivo│Primera Legislatura Ordinaria de 2025, Sesión Ordinaria No.026, martes 27 de mayo 2025.",2025-05-27,https://www.youtube.com/watch?v=AWuzUGhxuc0
"En vivo│Primera Legislatura Ordinaria de 2025, Sesión Ordinaria No.024, miércoles 21 de mayo 2025.",2025-05-21,https://www.youtube.com/watch?v=guz_3lVFED4
"En vivo│Primera Legislatura Ordinaria de 2025, Sesión Ordinaria No.023, martes 20 de mayo 2025.",2025-05-20,https://www.youtube.com/watch?v=D7auuZBJeEI
"En vivo│Primera Legislatura Ordinaria de 2025, Sesión Ordinaria No.022, miércoles 014 de mayo 2025.",2025-05-14,https://www.youtube.com/watch?v=hyLcUeZ1a-A
"En vivo│Primera Legislatura Ordinaria de 2025, Sesión Ordinaria No.021, martes 13 de mayo 2025.",2025-05-13,https://www.youtube.com/watch?v=RSuTAny-lsE
"En vivo │Primera Legislatura Ordinaria de 2025, Sesión Ordinaria No.019, miércoles 07 de mayo 2025.",2025-05-07,https://www.youtube.com/watch?v=vfrS8hmbS4s
"En vivo │Primera Legislatura Ordinaria de 2025, Sesión Ordinaria No.018, miércoles 30 de abril 2025.",2025-04-30,https://www.youtube.com/watch?v=LLHwgKXq5cI
"En vivo │Primera Legislatura Ordinaria de 2025, Sesión Ordinaria No.017, miércoles 23 de abril 2025.",2025-04-23,https://www.youtube.com/watch?v=8luKOffX3UE
"En vivo │Primera Legislatura Ordinaria de 2025, Sesión Ordinaria No.015, martes 22 de abril 2025.",2025-04-22,https://www.youtube.com/watch?v=rMjwM5MW_EA
"En vivo │Primera Legislatura Ordinaria de 2025, Sesión Ordinaria No.013, miércoles 02 de abril 2025.",2025-04-02,https://www.youtube.com/watch?v=_r9jWScFlZY
"En vivo │ Primera Legislatura Ordinaria de 2025, Sesión Ordinaria No.012, martes 01 de abril 2025.",2025-04-01,https://www.youtube.com/watch?v=Dqc6s5L9L1k
"En vivo │ Primera Legislatura Ordinaria de 2025, Sesión Ordinaria No.011, jueves 27 marzo 2025.",2025-03-27,https://www.youtube.com/watch?v=K9Hfr0vli8I
"En vivo │ Primera Legislatura Ordinaria de 2025, Sesión Ordinaria No.010, miércoles 26 marzo 2025.",2025-03-26,https://www.youtube.com/watch?v=JCNSvjA5VIw
"En vivo │ Primera Legislatura Ordinaria de 2025, Sesión Ordinaria No.009, miércoles 19 marzo 2025.",2025-03-19,https://www.youtube.com/watch?v=fgWQ0CN8T1Q
"En vivo │ Primera Legislatura Ordinaria de 2025, Sesión Ordinaria No.008, martes 18 Marzo 2025.",2025-03-18,https://www.youtube.com/watch?v=dHhVfY24hb8
"En vivo │ Primera Legislatura Ordinaria de 2025, Sesión Ordinaria No.007, jueves 13 Marzo 2025.",2025-03-13,https://www.youtube.com/watch?v=Kt_P1n6Wkys
"En vivo │ Primera Legislatura Ordinaria de 2025, Sesión Ordinaria No.006, miércoles 12 Marzo 2025.",2025-03-12,https://www.youtube.com/watch?v=7PoaNR_xno0
"En vivo │ Primera Legislatura Ordinaria de 2025, Sesión Ordinaria No.005, martes 11 Marzo 2025.",2025-03-11,https://www.youtube.com/watch?v=CdNVvzEdOZ8
"En vivo │ Primera Legislatura Ordinaria de 2025, Sesión Ordinaria No.003, miércoles 05 Marzo 2025.",2025-03-05,https://www.youtube.com/watch?v=bo2rsXuANv4
"En vivo│Primera Legislatura Ordinaria de 2025, Sesión Ordinaria No.002, martes 04 Marzo. 2025.",2025-03-04,https://www.youtube.com/watch?v=ODv-4Yl8QeI
EN VIVO| Apertura Primera Legislatura Ordinaria 2025.Sesión Ordinaria #001 27/02/2025.#DiputadosRD.,2025-02-27,https://www.youtube.com/watch?v=5X4336z59v8
"En vivo│Segunda Legislatura Ordinaria de 2024, Sesión Ordinaria No.040, jueves 09, enero, 2025.",2025-01-09,https://www.youtube.com/watch?v=LTC-EGo_4PM
"En vivo│Segunda Legislatura Ordinaria de 2024, Sesión Ordinaria No.038, miércoles 08, enero, 2025.",2025-01-08,https://www.youtube.com/watch?v=GDOuteFRzdE
"En vivo│Segunda Legislatura Ordinaria de 2024, Sesión Ordinaria No.037, martes 07 enero, 2025.",2025-01-07,https://www.youtube.com/watch?v=Jr0nNoxEnvs
"En Vivo |Segunda Legislatura Ordinaria de 2024, Sesión Ordinaria No.0035, miercoles,18 Dic.2024.",2024-12-18,https://www.youtube.com/watch?v=EcEznI-Z1yA
"En vivo│Segunda Legislatura Ordinaria de 2024, Sesión Ordinaria No.0033, martes17 diciembre 2024.",2024-12-17,https://www.youtube.com/watch?v=RnJrZc6prPI
"En Vivo | Segunda Legislatura Ordinaria de 2024,Sesión Ordinaria No.0031, miércoles,11 Dic.2024",2024-12-11,https://www.youtube.com/watch?v=-Yzpu9AberE
"En Vivo | Segunda Legislatura Ordinaria de 2024, Sesión Ordinaria No.0030, martes, 10 Dic.2024",2024-12-10,https://www.youtube.com/watch?v=-p80EOi8w20
"En Vivo | Segunda Legislatura Ordinaria de 2024, Sesión Extraordinaria No.0028, viernes, 06 Dic.2024",2024-12-06,https://www.youtube.com/watch?v=qdObf63__Zw
"En Vivo | Segunda Legislatura Ordinaria de 2024, Sesión Ordinaria No.0027, miércoles 04 Dic.2024.",2024-12-04,https://www.youtube.com/watch?v=F-EuPYVMTR4
"En Vivo | Segunda Legislatura Ordinaria de 2024, Sesión Ordinaria No.0025, martes 03 Dic.2024.",2024-12-03,https://www.youtube.com/watch?v=-vwbWZWW9gw
"En Vivo | Segunda Legislatura Ordinaria de 2024, Sesión Ordinaria No.0024, miércoles 20  nov. 2024",2024-11-20,https://www.youtube.com/watch?v=ku0gG1fg5lI
"En vivo│Segunda Legislatura Ordinaria de 2024, Sesión Ordinaria No.0023, martes 19  nov. de 2024.",2024-11-19,https://www.youtube.com/watch?v=w9KDNPU0WT0
"En vivo│Segunda Legislatura Ordinaria de 2024, Sesión Ordinaria No.0022, miércoles 13  nov. de 2024.",2024-11-13,https://www.youtube.com/watch?v=tGo_YJdMRyc
"En vivo│Segunda Legislatura Ordinaria de 2024, Sesión Ordinaria No.0021, martes 12 de nov. de 2024.",2024-11-12,https://www.youtube.com/watch?v=b6BJ6CFnqqs
"En vivo│Segunda Legislatura Ordinaria de 2024, Sesión Ordinaria No.0020, jueves  07 de nov. de 2024.",2024-11-07,https://www.youtube.com/watch?v=IFkhhdFCpBg
"En vivo│Segunda Legislatura Ordinaria de 2024, Sesión Ordinaria No.19, miércoles 23 de oct. de 2024.",2024-10-23,https://www.youtube.com/watch?v=OywTqXNMtD0
"En vivo│Segunda Legislatura Ordinaria de 2024, Sesión Ordinaria No.0018, martes 22 de oct. de 2024.",2024-10-22,https://www.youtube.com/watch?v=4HmZSOrmpIk
"En vivo│Segunda Legislatura Ordinaria de 2024, Sesión Ordinaria No.017, miércoles 16 octubres  2024.",2024-10-16,https://www.youtube.com/watch?v=P1QXghmlTVA
"Segunda Legislatura Ordinaria De 2024, Sesión Ordinaria No.0016, jueves 10 de octubre de 2024.",2024-10-10,https://www.youtube.com/watch?v=6cSMFlEDskw
"En vivo│Segunda Legislatura Ordinaria de 2024, Sesión Ordinaria No.015. miércoles  02 de oct. 2024.",2024-10-02,https://www.youtube.com/watch?v=aPvMOcE687I
"En vivo│Segunda Legislatura Ordinaria de 2024, Sesión Ordinaria No.013. martes 01 de octubre. 2024.",2024-10-01,https://www.youtube.com/watch?v=IFm8tboWCAE
"En vivo│Segunda Legislatura Ordinaria de 2024, Sesión Ordinaria No.012, jueves 26 sept. 2024.",2024-09-26,https://www.youtube.com/watch?v=zDvBiqy-U7I
"En vivo│Segunda Legislatura Ordinaria de 2024, Sesión Ordinaria No.011, miércoles 18 sept. 2024.",2024-09-18,https://www.youtube.com/watch?v=kdvamwkVHyk
"En vivo│Segunda Legislatura Ordinaria de 2024, Sesión Ordinaria No.010, martes 17 sept. 2024.",2024-09-17,https://www.youtube.com/watch?v=Q2CbxVx0DWI
"En vivo│Segunda Legislatura Ordinaria de 2024, Sesión Ordinaria No.09, miércoles 11 sept. 2024.",2024-09-11,https://www.youtube.com/watch?v=0oF7c5YoKBI
"En vivo│Segunda Legislatura Ordinaria de 2024, Sesión Ordinaria No.08, martes 10 sept. 2024.",2024-09-10,https://www.youtube.com/watch?v=1J1CzSS-JNU
"En vivo│Segunda Legislatura Ordinaria de 2024, Sesión Ordinaria No.07, martes 3 sept. 2024.",2024-09-05,https://www.youtube.com/watch?v=Qk5YuxkATvQ
"En vivo │ Segunda Legislatura Ordinaria de 2024, Sesión Ordinaria No.005, martes 27 de agosto 2024.",2024-09-05,https://www.youtube.com/watch?v=9zuAzdD5Pzw
"En vivo│Segunda Legislatura Ordinaria De 2024, Sesión Extraordinaria No.003.lunes 26 de agosto 2024.",2024-09-05,https://www.youtube.com/watch?v=6cGoTW9hDI0
"Segunda Legislatura Ordinaria De 2024, Sesión Ordinaria No.0002, martes 20 de agosto de 2024.",2024-08-22,https://www.youtube.com/watch?v=f77og2B3MwI
Apertura Segunda Legislatura Ordinaria y Juramentación Bufete Directivo 2024.16/8/2024 #diputadosrd,2024-09-05,https://www.youtube.com/watch?v=36X-GX6CBWQ
"Primera Legislatura Ordinaria De 2024, Sesión Ordinaria No.0037, jueves  25 de julio de 2024.",2024-07-25,https://www.youtube.com/watch?v=96QRKnprfQA
"Primera Legislatura Ordinaria De 2024, Sesión Ordinaria No.0035  miércoles  24 de julio de 2024.",2024-07-24,https://www.youtube.com/watch?v=VYG99h14-MU
"Primera Legislatura Ordinaria De 2024, Sesión Ordinaria No.0033  martes 23 de julio de 2024.",2024-07-23,https://www.youtube.com/watch?v=rfruUqsGL-4
"Primera Legislatura Ordinaria De 2024, Sesión Extraordinaria No.0031 lunes 22 de julio de 2024.",2024-07-23,https://www.youtube.com/watch?v=OjQwGrFs5PU
"Primera Legislatura Ordinaria De 2024, Sesión Ordinaria No.0029' jueves 18 de julio de 2024.",2024-07-22,https://www.youtube.com/watch?v=W7CpX1RBkkM
"Primera Legislatura Ordinaria De 2024, Sesión Ordinaria No.0028 miércoles 17 de julio de 2024.",2024-07-22,https://www.youtube.com/watch?v=ceNc8thGVVs
"Primera Legislatura Ordinaria De 2024, Sesión Ordinaria No.0027 martes 16 de julio de 2024.",2024-07-22,https://www.youtube.com/watch?v=V-jeQ9kV9Ns
"Primera Legislatura Ordinaria De 2024, Sesión Ordinaria No.0026  jueves 11 de julio de 2024.",2024-07-11,https://www.youtube.com/watch?v=e0PHa_DLxg4
"Primera Legislatura Ordinaria De 2024, Sesión Ordinaria No.0025 miércoles 10 de julio de 2024.",2024-07-10,https://www.youtube.com/watch?v=rN2VDtufHnk
"Primera Legislatura Ordinaria De 2024, Sesión Ordinaria No.0024 martes 09 de julio de 2024.",2024-07-09,https://www.youtube.com/watch?v=RtaD0_WzVfI
"Primera Legislatura Ordinaria De 2024, Sesión Ordinaria No.0023 martes 02 de julio de 2024.",2024-07-02,https://www.youtube.com/watch?v=DX4EgFd9Zqk
"Primera Legislatura Ordinaria De 2024, Sesión Ordinaria No.0022 miércoles 26 de junio  de 2024.",2024-06-26,https://www.youtube.com/watch?v=Jk-aiO-Uklk
"Primera Legislatura Ordinaria De 2024, Sesión Ordinaria No.0021 martes  25 de junio  de 2024.",2024-06-25,https://www.youtube.com/watch?v=eGE0iVJHXtU
"Primera Legislatura Ordinaria De 2024, Sesión Ordinaria No.0019 martes 18 de junio  de 2024.",2024-06-18,https://www.youtube.com/watch?v=I1_F9LHswQ0
"Primera Legislatura Ordinaria De 2024, Sesión Ordinaria No.0017 miércoles 12 de junio  de 2024.",2024-06-12,https://www.youtube.com/watch?v=FdWp2Sg5n9I
"Primera Legislatura Ordinaria De 2024, Sesión Ordinaria No.0016 martes 11 de junio  de 2024.",2024-06-11,https://www.youtube.com/watch?v=qTd4Mg8aaqU
"Primera Legislatura Ordinaria De 2024, Sesión Ordinaria No.0015 martes 04 de junio  de 2024.",2024-06-04,https://www.youtube.com/watch?v=vpnlT--_D9o
"Primera Legislatura Ordinaria De 2024, Sesión Ordinaria No.0013 miércoles  29 de mayo  de 2024.",2024-05-29,https://www.youtube.com/watch?v=2p_rqnD9yNQ
"Primera Legislatura Ordinaria De 2024, Sesión Ordinaria No.0012, martes  28 de mayo  de 2024.",2024-05-28,https://www.youtube.com/watch?v=_serK9L8ZV4
"Primera Legislatura Ordinaria De 2024, Sesión Ordinaria No.0011, miércoles  22 de mayo  de 2024.",2024-05-22,https://www.youtube.com/watch?v=57IBZvw4RQE
"Primera Legislatura Ordinaria De 2024, Sesión Ordinaria No.0010, miércoles  01 de mayo  de 2024.",2024-05-01,https://www.youtube.com/watch?v=ZTFTfDzooFk
"Primera Legislatura Ordinaria De 2024, Sesión Ordinaria No.0009, martes 23 de abril de 2024.",2024-04-23,https://www.youtube.com/watch?v=TrQy510ldAQ
"Primera Legislatura Ordinaria De 2024, Sesión Ordinaria No.0008, martes 16 de abril de 2024.",2024-04-16,https://www.youtube.com/watch?v=85UFtv16pm0
"Primera Legislatura Ordinaria De 2024, Sesión Ordinaria No.0007, martes 09 de abril de 2024.",2024-04-09,https://www.youtube.com/watch?v=PhDdH_Iehcw
"Primera Legislatura Ordinaria De 2024, Sesión Ordinaria No.00006, miércoles 20 de marzo de 2024",2024-03-20,https://www.youtube.com/watch?v=UfjI9dZBJxs
"Primera Legislatura Ordinaria De 2024.Sesión Ordinaria No.00004, martes 12 marzo de 2024.",2024-03-21,https://www.youtube.com/watch?v=CHp3TGe_laA
"Primera Legislatura Ordinaria De 2024.Sesión Ordinaria No.00004, martes 12 marzo de 2024.",2024-03-12,https://www.youtube.com/watch?v=1vkZ5Hu63u0
"Primera Legislatura Ordinaria De 2024.Sesión Ordinaria No.00003, martes 05 marzo de 2024.",2024-03-21,https://www.youtube.com/watch?v=-0HYN-7bU74
"Primera Legislatura Ordinaria De 2024.Sesión Ordinaria No.00002, miércoles 28 de febrero de 2024.",2024-03-21,https://www.youtube.com/watch?v=rVUlhHegcOY
Apertura de la Primera Legislatura Ordinaria 2024. Sesión Constitucional No.001 martes 27/02/2024.,2024-03-21,https://www.youtube.com/watch?v=jWeHngApD9o
"Segunda Legislatura Ordinaria de 2023, Sesión Extraordinaria No.00042,viernes 12/01/2024.",2024-01-12,https://www.youtube.com/watch?v=B4axAc-R7mA
"Segunda Legislatura Ordinaria de 2023, Sesión Ordinaria No.00039, jueves 11 /01/ 2024.",2024-01-11,https://www.youtube.com/watch?v=jSTkpqAOtpU
"Segunda Legislatura Ordinaria de 2023, Sesión Ordinaria No.00038, miércoles 10 /01/ 2024.",2024-01-10,https://www.youtube.com/watch?v=EAXMIFqjRF8
"Segunda Legislatura Ordinaria de 2023, Sesión Ordinaria No.00036, martes  09 /01/ 2024.",2024-01-09,https://www.youtube.com/watch?v=_2RhQ63ZUXo
"Segunda Legislatura Ordinaria de 2023, Sesión Extraordinaria No.00035,viernes 29 /12/ 2023.",2023-12-29,https://www.youtube.com/watch?v=xVekIUBaLEw
Segunda Legislatura Ordinaria De 2023.Sesión Ordinaria No.00031 miércoles 27 de diciembre 2023.,2023-12-27,https://www.youtube.com/watch?v=2lD94OgHD74
Segunda Legislatura Ordinaria De 2023.Sesión Ordinaria No.00029 miércoles 13 de diciembre. 2023.,2023-12-13,https://www.youtube.com/watch?v=nQvEPRABJgA
Segunda Legislatura Ordinaria De 2023.Sesión Ordinaria No.00027 martes 12 de diciembre. 2023.,2023-12-12,https://www.youtube.com/watch?v=NTj11lr8h3E
Segunda Legislatura Ordinaria De 2023.Sesión Ordinaria No.00025: martes 05 de diciembre. 2023.,2023-12-05,https://www.youtube.com/watch?v=1d-AnrtXOGk
Segunda Legislatura Ordinaria De 2023.Sesión Ordinaria No.00023: martes 28 de noviembre. 2023.,2023-11-28,https://www.youtube.com/watch?v=FgVtoUcKIFI
Segunda Legislatura Ordinaria De 2023.Sesión Ordinaria No.00022: miércoles 22 de noviembre. 2023.,2023-11-22,https://www.youtube.com/watch?v=ti0gcWhbDQU
Segunda Legislatura Ordinaria De 2023.Sesión Ordinaria No.00021: martes 21 de noviembre. 2023.,2023-11-21,https://www.youtube.com/watch?v=65wAostuhaE
Segunda Legislatura Ordinaria De 2023.Sesión Ordinaria No.00019: jueves 09 de noviembre. 2023.,2023-11-09,https://www.youtube.com/watch?v=g4vaScymTd4
Segunda Legislatura Ordinaria De 2023.Sesión Ordinaria No.00018: miércoles  08 de noviembre. 2023.,2023-11-08,https://www.youtube.com/watch?v=CHsqDgP5yEs
"Segunda Legislatura Ordinaria De 2023, Sesión Ordinaria No.00017: miércoles  01 de noviembre 2023.",2023-11-01,https://www.youtube.com/watch?v=Wk_eN3DTs5E
Segunda Legislatura Ordinaria De 2023.Sesión Ordinaria No.00015: martes 31 de octubre 2023.,2023-10-31,https://www.youtube.com/watch?v=YiV7oiUYDhU
"Segunda Legislatura Ordinaria De 2023.Sesión Ordinaria No.00014, martes 24 de octubre 2023.",2023-10-24,https://www.youtube.com/watch?v=ntJjRSmJCLM
"Segunda Legislatura Ordinaria De 2023.Sesión Ordinaria No.00012, martes  17 de octubre 2023.",2023-10-17,https://www.youtube.com/watch?v=nh9MdbYmqMQ
"Segunda Legislatura Ordinaria De 2023.Sesión Ordinaria No.00011, miércoles 11 de octubre 2023.",2023-10-11,https://www.youtube.com/watch?v=ABxkmOylXKA
"Segunda Legislatura Ordinaria 2023, Sesión Ordinaria No.00010 , miércoles 04/10/2023. #DiputadosRD",2023-10-04,https://www.youtube.com/watch?v=IDHMf0VpqfM
"Segunda Legislatura Ordinaria 2023, Sesión Ordinaria No.00009 , martes 26/09/2023. #DiputadosRD",2023-09-26,https://www.youtube.com/watch?v=QaA4RmfZ9BA
"Segunda Legislatura Ordinaria 2023, Sesión Ordinaria No.00008 , miércoles 20/09/2023. #DiputadosRD",2023-09-20,https://www.youtube.com/watch?v=9RuB_uUDkRw
"Segunda Legislatura Ordinaria 2023, Sesión Ordinaria No.00006 , miércoles 13/09/2023. #DiputadosRD",2023-09-13,https://www.youtube.com/watch?v=NcgZRSEZNG0
"Segunda Legislatura Ordinaria 2023, Sesión Ordinaria No.00004 , miércoles 6/09/2023.#diputadosrd",2023-09-06,https://www.youtube.com/watch?v=U-lDrHj_85U
"Segunda Legislatura Ordinaria 2023, Sesión Ordinaria No.00003 , miércoles 30/08/2023.",2023-08-30,https://www.youtube.com/watch?v=k5uOdfSZz-A
"Segunda Legislatura Ordinaria 2023, Sesión Ordinaria No.0002 ,jueves17/08/2023.",2023-08-17,https://www.youtube.com/watch?v=5ckx1s8G6x0
"Apertura Segunda Legislatura Ordinaria 2023, Sesión No.001 miércoles 16/08/2023 #Pachecopresidentecd",2023-08-15,https://www.youtube.com/watch?v=a0k5iw03RJg
Segunda Legislatura Extraordinaria De 2023 sesión ordinaria No.0004  martes 15 de agosto de 2023.,2023-08-15,https://www.youtube.com/watch?v=Lf0h3hWvPcQ
Segunda Legislatura Extraordinaria De 2023 sesión ordinaria No.0002  miércoles 09 de agosto de 2023.,2023-08-09,https://www.youtube.com/watch?v=-jM9_tzFmCg
"Segunda Legislatura Extraordinaria De 2023 sesión ordinaria No.00001,martes 01 de agosto de 2023.",2023-08-01,https://www.youtube.com/watch?v=ftjNaxCl_Wg
"Primera Legislatura Ordinaria De 2023, Sesión Ordinaria No.00052, miércoles 26 de julio 2023.",2023-07-26,https://www.youtube.com/watch?v=6o6Lz3x656E
"Primera Legislatura Ordinaria De 2023, Sesión Ordinaria No.00051, martes 25 de julio 2023.",2023-07-25,https://www.youtube.com/watch?v=USCPee3IoYs
"Primera Legislatura Ordinaria De 2023, Sesión Ordinaria No.00049, jueves 20 de julio 2023.",2023-07-20,https://www.youtube.com/watch?v=dvKLDkbo3-4
"Primera Legislatura Ordinaria De 2023, Sesión Ordinaria No.00046, miércoles 19 de julio 2023.",2023-07-19,https://www.youtube.com/watch?v=kYsCpJMMPz0
"Primera Legislatura Ordinaria De 2023, Sesión Ordinaria No.00044, martes 18 de julio 2023.",2023-07-18,https://www.youtube.com/watch?v=Z1xsEqXKlkQ
"Primera Legislatura Ordinaria De 2023, Sesión Ordinaria No.00043, miércoles 12 de julio 2023.",2023-07-12,https://www.youtube.com/watch?v=_qfc0HzDqMo
"Primera Legislatura Ordinaria De 2023, Sesión Ordinaria No.00041, martes 11 de julio 2023.",2023-07-11,https://www.youtube.com/watch?v=6-3gYmHowLY
"Primera Legislatura Ordinaria De 2023, Sesión Ordinaria No.00040, miércoles 05 de julio 2023.",2023-07-05,https://www.youtube.com/watch?v=6LGpzPTWBHo
"Primera Legislatura Ordinaria De 2023, Sesión Ordinaria No.00039, martes 04 de julio 2023.",2023-07-04,https://www.youtube.com/watch?v=eIGJ6zp9uEg
"Primera Legislatura Ordinaria De 2023, Sesión Ordinaria No.00038, miércoles 28 de junio 2023.",2023-06-28,https://www.youtube.com/watch?v=Y0v9tLVm-6E
"Primera Legislatura Ordinaria De 2023, Sesión Ordinaria No.00037, martes 27 de junio 2023.",2023-06-27,https://www.youtube.com/watch?v=WpfZtsumqpY
"Primera Legislatura Ordinaria 2023, Sesión Ordinaria No.00035 jueves 15 de junio 2023",2023-06-15,https://www.youtube.com/watch?v=cONiJFGR9zs
"Primera Legislatura Ordinaria 2023, Sesión Ordinaria No.00034 miércoles 14 de junio 2023",2023-06-14,https://www.youtube.com/watch?v=RQgtv85yQ8w
"Primera Legislatura Ordinaria 2023, Sesión Ordinaria No.00032 martes 13 de junio 2023",2023-06-13,https://www.youtube.com/watch?v=F2RRPUw_WoM
